osmid,y,x,street_count,highway,railway,ref,junction,geometry
112381265,48.2331402,16.5477099,4,,,,,POINT (16.5477099 48.2331402)
112382761,48.238873,16.5387372,3,,,,,POINT (16.5387372 48.238873)
112382762,48.2387022,16.5475112,3,,,,,POINT (16.5475112 48.2387022)
112382772,48.2408797,16.5390595,3,,,,,POINT (16.5390595 48.2408797)
112383825,48.258637,16.5363178,4,,,,,POINT (16.5363178 48.258637)
112383979,48.262092,16.532674,3,,,,,POINT (16.532674 48.262092)
112383980,48.2612584,16.537382,4,,,,,POINT (16.537382 48.2612584)
112386451,48.2633369,16.5343873,3,,,,,POINT (16.5343873 48.2633369)
112386456,48.2640967,16.5385056,3,,,,,POINT (16.5385056 48.2640967)
112387085,48.261705,16.5348445,3,,,,,POINT (16.5348445 48.261705)
112387350,48.261888,16.5338414,4,,,,,POINT (16.5338414 48.261888)
112387354,48.259017,16.5326928,3,,,,,POINT (16.5326928 48.259017)
112388136,48.2469575,16.5319371,3,,,,,POINT (16.5319371 48.2469575)
112388138,48.2471803,16.5301047,3,,,,,POINT (16.5301047 48.2471803)
112388141,48.2470666,16.5310164,4,,,,,POINT (16.5310164 48.2470666)
112388689,48.2300592,16.5173314,3,,,,,POINT (16.5173314 48.2300592)
112388690,48.2297944,16.5187913,4,,,,,POINT (16.5187913 48.2297944)
112388691,48.229624,16.5197736,4,,,,,POINT (16.5197736 48.229624)
112388692,48.2294556,16.5207443,4,,,,,POINT (16.5207443 48.2294556)
112388693,48.229231,16.5220637,4,,,,,POINT (16.5220637 48.229231)
112388694,48.2290936,16.5228891,1,,,,,POINT (16.5228891 48.2290936)
112388853,48.2274541,16.517872,4,,,,,POINT (16.517872 48.2274541)
112388856,48.2272859,16.5188566,4,,,,,POINT (16.5188566 48.2272859)
112388859,48.2271159,16.5198373,4,,,,,POINT (16.5198373 48.2271159)
112388861,48.2268886,16.5211486,4,,,,,POINT (16.5211486 48.2268886)
112388863,48.2267446,16.5219794,1,,,,,POINT (16.5219794 48.2267446)
112389255,48.2275909,16.5170713,3,,,,,POINT (16.5170713 48.2275909)
112389258,48.2299396,16.5179862,4,,,,,POINT (16.5179862 48.2299396)
112399489,48.150211,16.3240634,3,,,,,POINT (16.3240634 48.150211)
112399491,48.1501131,16.3257253,3,,,,,POINT (16.3257253 48.1501131)
112399741,48.1482034,16.3216847,3,,,,,POINT (16.3216847 48.1482034)
112399780,48.146146,16.3222803,3,,,,,POINT (16.3222803 48.146146)
112399962,48.1469424,16.3236082,3,,,,,POINT (16.3236082 48.1469424)
112400087,48.1481535,16.3245937,3,,,,,POINT (16.3245937 48.1481535)
112400091,48.1461421,16.3234964,3,,,,,POINT (16.3234964 48.1461421)
114133176,48.2116089,16.3954222,3,,,,,POINT (16.3954222 48.2116089)
114206302,48.2208136,16.3898841,4,,,,,POINT (16.3898841 48.2208136)
114206332,48.2266288,16.3822739,3,,,,,POINT (16.3822739 48.2266288)
114215758,48.2292759,16.3697736,3,,,,,POINT (16.3697736 48.2292759)
114798505,48.1942814,16.3441123,3,,,,,POINT (16.3441123 48.1942814)
115148172,48.2005458,16.3892759,1,,,,,POINT (16.3892759 48.2005458)
115170804,48.1949794,16.395111,1,,,,,POINT (16.395111 48.1949794)
115171268,48.1960583,16.3943094,3,,,,,POINT (16.3943094 48.1960583)
115171873,48.1966429,16.3932488,3,,,,,POINT (16.3932488 48.1966429)
115174802,48.1966315,16.3959441,3,,,,,POINT (16.3959441 48.1966315)
115174805,48.1964762,16.3941259,3,,,,,POINT (16.3941259 48.1964762)
115188933,48.198627,16.3995445,1,,,,,POINT (16.3995445 48.198627)
115328252,48.1880502,16.3909012,4,,,,,POINT (16.3909012 48.1880502)
115329182,48.1881819,16.3886325,3,,,,,POINT (16.3886325 48.1881819)
115329187,48.1874419,16.3935701,3,motorway_junction,,,,POINT (16.3935701 48.1874419)
115339128,48.1816388,16.3996908,3,,,,,POINT (16.3996908 48.1816388)
115356628,48.1929272,16.405289,3,,,,,POINT (16.405289 48.1929272)
115364739,48.1870985,16.4019883,3,,,,,POINT (16.4019883 48.1870985)
115367872,48.1851182,16.3991277,3,,,,,POINT (16.3991277 48.1851182)
115367884,48.1849976,16.4025572,3,,,,,POINT (16.4025572 48.1849976)
115389334,48.1821937,16.3997709,1,,,,,POINT (16.3997709 48.1821937)
115394048,48.1879528,16.3989661,4,,tram_level_crossing,,,POINT (16.3989661 48.1879528)
115425864,48.184211,16.4017975,1,,,,,POINT (16.4017975 48.184211)
115425865,48.1847899,16.4017828,3,,,,,POINT (16.4017828 48.1847899)
115443064,48.1746794,16.4074253,5,traffic_signals,,,,POINT (16.4074253 48.1746794)
115443995,48.1740837,16.4056451,3,,,,,POINT (16.4056451 48.1740837)
115449419,48.174996,16.4066176,3,,,,,POINT (16.4066176 48.174996)
115450160,48.1764369,16.4034322,3,,,,,POINT (16.4034322 48.1764369)
115450164,48.1759119,16.400036,2,,tram_level_crossing,,,POINT (16.400036 48.1759119)
115450165,48.1750696,16.3998461,3,,,,,POINT (16.3998461 48.1750696)
115450855,48.1748945,16.4031109,3,,,,,POINT (16.4031109 48.1748945)
115455636,48.1737176,16.4049615,3,,,,,POINT (16.4049615 48.1737176)
115456316,48.174849,16.4041199,3,traffic_signals,,,,POINT (16.4041199 48.174849)
115464582,48.1736531,16.4077091,3,,,,,POINT (16.4077091 48.1736531)
115464584,48.1728758,16.4081274,2,,,,,POINT (16.4081274 48.1728758)
115466896,48.1743103,16.4114213,3,,,,,POINT (16.4114213 48.1743103)
115473920,48.1821224,16.4057831,3,,,,,POINT (16.4057831 48.1821224)
115474660,48.1826943,16.4070563,3,,,,,POINT (16.4070563 48.1826943)
115486617,48.1854224,16.4039052,3,traffic_signals,,,,POINT (16.4039052 48.1854224)
115495843,48.1860219,16.4054415,3,,,,,POINT (16.4054415 48.1860219)
115495844,48.187294,16.4033913,3,,,,,POINT (16.4033913 48.187294)
115495847,48.1884599,16.4050269,4,,,,,POINT (16.4050269 48.1884599)
115503838,48.1898136,16.4046514,1,turning_circle,,,,POINT (16.4046514 48.1898136)
115931688,48.2024392,16.4328697,3,,,,,POINT (16.4328697 48.2024392)
115932308,48.2007898,16.4363892,1,,,,,POINT (16.4363892 48.2007898)
115932508,48.2021682,16.4324469,3,,,,,POINT (16.4324469 48.2021682)
117232818,48.2218831,16.2467696,3,,,,,POINT (16.2467696 48.2218831)
117233058,48.2226502,16.2442417,3,,,,,POINT (16.2442417 48.2226502)
117235148,48.223397,16.2423593,3,,,,,POINT (16.2423593 48.223397)
117235153,48.2232749,16.2444575,4,,,,,POINT (16.2444575 48.2232749)
117235497,48.2226512,16.2449497,3,,,,,POINT (16.2449497 48.2226512)
117235508,48.2235447,16.2465713,3,,,,,POINT (16.2465713 48.2235447)
117235842,48.2230484,16.2468933,3,,,,,POINT (16.2468933 48.2230484)
117235849,48.2224329,16.2457196,3,,,,,POINT (16.2457196 48.2224329)
117236585,48.2222584,16.242902,3,,,,,POINT (16.242902 48.2222584)
117236606,48.2186165,16.2442329,3,,,,,POINT (16.2442329 48.2186165)
117236617,48.2222386,16.2417572,4,,,,,POINT (16.2417572 48.2222386)
117236813,48.2212518,16.2410691,3,,,,,POINT (16.2410691 48.2212518)
117236817,48.2201955,16.2397484,3,,,,,POINT (16.2397484 48.2201955)
117237121,48.2197141,16.2437005,3,,,,,POINT (16.2437005 48.2197141)
117237122,48.2196716,16.2451171,3,,,,,POINT (16.2451171 48.2196716)
117237126,48.2197483,16.24719,3,,,,,POINT (16.24719 48.2197483)
117237136,48.2199308,16.2478516,3,,,,,POINT (16.2478516 48.2199308)
117237733,48.221072,16.2440947,3,,,,,POINT (16.2440947 48.221072)
117237738,48.2205264,16.2448315,4,,,,,POINT (16.2448315 48.2205264)
117237760,48.2199932,16.2478129,3,,,,,POINT (16.2478129 48.2199932)
117237960,48.2179282,16.2456469,3,,,,,POINT (16.2456469 48.2179282)
117238027,48.2198586,16.2431734,3,,,,,POINT (16.2431734 48.2198586)
117238335,48.218634,16.2456866,3,,,,,POINT (16.2456866 48.218634)
117238341,48.2186656,16.2478268,3,,,,,POINT (16.2478268 48.2186656)
117238828,48.2185513,16.2453932,3,,,,,POINT (16.2453932 48.2185513)
117239914,48.2197309,16.2462361,4,,,,,POINT (16.2462361 48.2197309)
117239919,48.2185481,16.2468499,3,,,,,POINT (16.2468499 48.2185481)
117241011,48.2061148,16.2403648,3,,,,,POINT (16.2403648 48.2061148)
117241012,48.2075675,16.2410464,4,,,,,POINT (16.2410464 48.2075675)
117241015,48.209231,16.2417545,3,,,,,POINT (16.2417545 48.209231)
117241249,48.2059956,16.2409115,3,,,,,POINT (16.2409115 48.2059956)
117241251,48.2074173,16.2416065,4,,,,,POINT (16.2416065 48.2074173)
117241256,48.208909,16.2422037,3,,,,,POINT (16.2422037 48.208909)
117241645,48.2057623,16.2411228,3,,,,,POINT (16.2411228 48.2057623)
117241646,48.2063333,16.2421548,3,,,,,POINT (16.2421548 48.2063333)
117241649,48.2075864,16.2430308,3,,,,,POINT (16.2430308 48.2075864)
117241920,48.207709,16.2363743,3,,,,,POINT (16.2363743 48.207709)
117242421,48.205598,16.2390161,3,,,,,POINT (16.2390161 48.205598)
117242424,48.2077073,16.2404949,4,,,,,POINT (16.2404949 48.2077073)
117242695,48.2089233,16.2409335,3,,,,,POINT (16.2409335 48.2089233)
117243066,48.2082331,16.2370325,3,,,,,POINT (16.2370325 48.2082331)
117244421,48.2084769,16.2478962,3,,,,,POINT (16.2478962 48.2084769)
117244424,48.209202,16.2502834,4,,,,,POINT (16.2502834 48.209202)
117244744,48.2095223,16.2495439,4,,,,,POINT (16.2495439 48.2095223)
117245029,48.2080375,16.2520278,3,,,,,POINT (16.2520278 48.2080375)
117305646,48.2787288,16.4929873,3,,,,,POINT (16.4929873 48.2787288)
117305648,48.2792592,16.4934853,3,,,,,POINT (16.4934853 48.2792592)
117305649,48.2832841,16.4972653,4,,,,,POINT (16.4972653 48.2832841)
117307566,48.2754682,16.4908489,3,,,,,POINT (16.4908489 48.2754682)
117307568,48.2767994,16.4922408,3,,,,,POINT (16.4922408 48.2767994)
117307572,48.2782999,16.4938092,3,,,,,POINT (16.4938092 48.2782999)
117307856,48.2840126,16.4836218,3,,,,,POINT (16.4836218 48.2840126)
117307857,48.2828816,16.4863444,3,,,,,POINT (16.4863444 48.2828816)
117308545,48.2829717,16.4874456,4,,,,,POINT (16.4874456 48.2829717)
117308636,48.2856546,16.4878215,3,,,,,POINT (16.4878215 48.2856546)
117308944,48.285819,16.4879644,1,,,,,POINT (16.4879644 48.285819)
117308947,48.2838763,16.4862672,3,,,,,POINT (16.4862672 48.2838763)
117309185,48.2841781,16.4885516,3,,,,,POINT (16.4885516 48.2841781)
117309186,48.2847784,16.4870712,4,,,,,POINT (16.4870712 48.2847784)
117309446,48.2816838,16.4827062,3,,,,,POINT (16.4827062 48.2816838)
117309450,48.2812279,16.4830239,3,,,,,POINT (16.4830239 48.2812279)
117309863,48.2816131,16.486199,3,,,,,POINT (16.486199 48.2816131)
117309869,48.2818664,16.485418,4,,,,,POINT (16.485418 48.2818664)
117345871,48.1899367,16.4100228,4,,,,,POINT (16.4100228 48.1899367)
117356418,48.1934478,16.4043308,3,,,,,POINT (16.4043308 48.1934478)
117356962,48.1953527,16.4060915,3,,,,,POINT (16.4060915 48.1953527)
117357867,48.1955822,16.4075495,4,,,,,POINT (16.4075495 48.1955822)
117358912,48.1963266,16.4081365,3,,,,,POINT (16.4081365 48.1963266)
117359089,48.1950047,16.4069008,3,,,,,POINT (16.4069008 48.1950047)
117359091,48.1948675,16.4071551,3,,,,,POINT (16.4071551 48.1948675)
117359573,48.1951719,16.4065169,1,,,,,POINT (16.4065169 48.1951719)
117361284,48.1952465,16.406347,1,,,,,POINT (16.406347 48.1952465)
117385463,48.1977398,16.3996078,3,,,,,POINT (16.3996078 48.1977398)
117448480,48.1811675,16.4097356,3,,,,,POINT (16.4097356 48.1811675)
117450055,48.1828611,16.4102272,4,,,,,POINT (16.4102272 48.1828611)
117451838,48.183105,16.4107134,1,,,,,POINT (16.4107134 48.183105)
117495335,48.1765792,16.4140305,3,,,,,POINT (16.4140305 48.1765792)
117495336,48.175815,16.4124084,4,,,,,POINT (16.4124084 48.175815)
117511703,48.1718558,16.4188686,3,traffic_signals,,,,POINT (16.4188686 48.1718558)
117512472,48.1712139,16.4194964,3,,,,,POINT (16.4194964 48.1712139)
117513624,48.1709461,16.4203647,3,,,,,POINT (16.4203647 48.1709461)
117513626,48.1707071,16.4200171,3,,,,,POINT (16.4200171 48.1707071)
117514231,48.1696062,16.4222838,1,,,,,POINT (16.4222838 48.1696062)
117529873,48.1701436,16.4264175,3,,,,,POINT (16.4264175 48.1701436)
117532078,48.1663122,16.4200963,3,,,,,POINT (16.4200963 48.1663122)
117534976,48.1685333,16.4214081,1,,,,,POINT (16.4214081 48.1685333)
117534979,48.1682182,16.4207534,3,,,,,POINT (16.4207534 48.1682182)
117534983,48.1668286,16.4216681,3,,,,,POINT (16.4216681 48.1668286)
117536454,48.1682618,16.4197572,4,,,,,POINT (16.4197572 48.1682618)
117536457,48.1677392,16.4180651,3,,,,,POINT (16.4180651 48.1677392)
117537482,48.1700277,16.4207498,3,traffic_signals,,,,POINT (16.4207498 48.1700277)
117537483,48.1694606,16.41986,3,,,,,POINT (16.41986 48.1694606)
117538571,48.1692001,16.4193033,2,,,,,POINT (16.4193033 48.1692001)
117540138,48.1667711,16.4241446,3,traffic_signals,,,,POINT (16.4241446 48.1667711)
117540141,48.169623,16.4277655,3,,,,,POINT (16.4277655 48.169623)
117570968,48.1619794,16.4285896,4,,,,,POINT (16.4285896 48.1619794)
117573907,48.1616214,16.4281812,3,,,,,POINT (16.4281812 48.1616214)
117575166,48.1604713,16.429737,1,,,,,POINT (16.429737 48.1604713)
117575175,48.1615061,16.428301,3,,,,,POINT (16.428301 48.1615061)
117577067,48.1664522,16.4286767,3,,,,,POINT (16.4286767 48.1664522)
117588489,48.1584275,16.4269296,3,,,,,POINT (16.4269296 48.1584275)
117588490,48.1592639,16.42596,3,,,,,POINT (16.42596 48.1592639)
117588717,48.1594259,16.4282696,4,,,,,POINT (16.4282696 48.1594259)
117606699,48.1545938,16.4421181,3,traffic_signals,,,,POINT (16.4421181 48.1545938)
117607492,48.154076,16.4417311,1,,,,,POINT (16.4417311 48.154076)
117614861,48.1556453,16.4528255,3,,,,,POINT (16.4528255 48.1556453)
117614863,48.1540534,16.4559167,3,,,,,POINT (16.4559167 48.1540534)
117615448,48.154807,16.4562598,2,,,,,POINT (16.4562598 48.154807)
117617947,48.1576057,16.4570907,4,,,,,POINT (16.4570907 48.1576057)
117619932,48.1575765,16.4559988,1,turning_circle,,,,POINT (16.4559988 48.1575765)
117619935,48.157914,16.4578001,1,,,,,POINT (16.4578001 48.157914)
117620070,48.1552481,16.4536349,3,,,,,POINT (16.4536349 48.1552481)
117620286,48.1563537,16.4543431,1,turning_circle,,,,POINT (16.4543431 48.1563537)
117620594,48.1540416,16.4503621,3,,,,,POINT (16.4503621 48.1540416)
117621587,48.1526288,16.4562607,1,,,,,POINT (16.4562607 48.1526288)
117622291,48.153705,16.4517674,3,,,,,POINT (16.4517674 48.153705)
117628435,48.1559027,16.456274,3,,,,,POINT (16.456274 48.1559027)
117631073,48.1550136,16.4555308,3,,,,,POINT (16.4555308 48.1550136)
117633828,48.1531151,16.4542345,4,,,,,POINT (16.4542345 48.1531151)
117633838,48.1515489,16.4532809,3,traffic_signals,tram_level_crossing,,,POINT (16.4532809 48.1515489)
117633858,48.1545147,16.4550426,4,,,,,POINT (16.4550426 48.1545147)
117648650,48.1550155,16.4590502,3,,,,,POINT (16.4590502 48.1550155)
117661151,48.1505267,16.4593082,4,,,,,POINT (16.4593082 48.1505267)
117662791,48.1492343,16.45944,3,,,,,POINT (16.45944 48.1492343)
117664280,48.1473403,16.4645444,3,,,,,POINT (16.4645444 48.1473403)
117665631,48.148384,16.461329,4,traffic_signals,,,,POINT (16.461329 48.148384)
117676269,48.1480645,16.4622065,3,,,,,POINT (16.4622065 48.1480645)
117676980,48.1481108,16.4623865,4,,,,,POINT (16.4623865 48.1481108)
117676982,48.1505028,16.4643597,3,,,,,POINT (16.4643597 48.1505028)
117736700,48.1484476,16.4615627,4,traffic_signals,,,,POINT (16.4615627 48.1484476)
117736708,48.1483272,16.4614729,4,traffic_signals,,,,POINT (16.4614729 48.1483272)
117739021,48.1508407,16.4635182,4,traffic_signals,,,,POINT (16.4635182 48.1508407)
117739022,48.1540344,16.466298,4,,,,,POINT (16.466298 48.1540344)
117743664,48.1558616,16.4678553,3,,,,,POINT (16.4678553 48.1558616)
117748975,48.1573585,16.4691608,3,,,,,POINT (16.4691608 48.1573585)
117748979,48.1599843,16.4708151,4,,,,,POINT (16.4708151 48.1599843)
117751141,48.1690394,16.4758864,3,,,,,POINT (16.4758864 48.1690394)
117752456,48.1689335,16.4766057,4,,,,,POINT (16.4766057 48.1689335)
117752457,48.1689763,16.4768305,3,,,,,POINT (16.4768305 48.1689763)
117763298,48.1589658,16.4740368,3,,,,,POINT (16.4740368 48.1589658)
117763300,48.1590229,16.4744664,3,,,,,POINT (16.4744664 48.1590229)
117763302,48.1590767,16.4746701,3,,,,,POINT (16.4746701 48.1590767)
117765312,48.1550275,16.466513,3,,,,,POINT (16.466513 48.1550275)
117768142,48.1554496,16.4663415,3,,,,,POINT (16.4663415 48.1554496)
117768326,48.1554021,16.4644732,3,,,,,POINT (16.4644732 48.1554021)
117779148,48.169298,16.4759098,3,,,,,POINT (16.4759098 48.169298)
117790773,48.1502126,16.4667408,4,,,,,POINT (16.4667408 48.1502126)
117790776,48.1502505,16.4690782,3,,,,,POINT (16.4690782 48.1502505)
117790778,48.1502861,16.4697874,1,,,,,POINT (16.4697874 48.1502861)
117791427,48.1526655,16.4696519,3,,,,,POINT (16.4696519 48.1526655)
118072504,48.2387478,16.4331586,3,,,,,POINT (16.4331586 48.2387478)
119318574,48.1970008,16.4009322,1,,,,,POINT (16.4009322 48.1970008)
119318575,48.1966885,16.4016492,4,,,,,POINT (16.4016492 48.1966885)
119327380,48.1846417,16.4047518,3,,,,,POINT (16.4047518 48.1846417)
119332372,48.1939972,16.3914844,3,,,,,POINT (16.3914844 48.1939972)
119337836,48.1887861,16.399751,4,,,,,POINT (16.399751 48.1887861)
119337839,48.1898578,16.3982924,4,,,,,POINT (16.3982924 48.1898578)
119337841,48.1910709,16.3963425,3,,,,,POINT (16.3963425 48.1910709)
119338207,48.1918856,16.3948199,3,traffic_signals,,,,POINT (16.3948199 48.1918856)
119339791,48.1940232,16.388561,4,,,,,POINT (16.388561 48.1940232)
119339792,48.1943319,16.3870975,3,,,,,POINT (16.3870975 48.1943319)
119339804,48.1935084,16.3906052,4,traffic_signals,,,,POINT (16.3906052 48.1935084)
119339812,48.1926411,16.3931735,4,,,,,POINT (16.3931735 48.1926411)
119342046,48.1944618,16.3864153,4,traffic_signals,,,,POINT (16.3864153 48.1944618)
119342053,48.1947827,16.3854808,4,,,,,POINT (16.3854808 48.1947827)
119344020,48.1949762,16.3849567,3,,,,,POINT (16.3849567 48.1949762)
119369852,48.1938955,16.3862937,3,,,,,POINT (16.3862937 48.1938955)
119378662,48.1980943,16.3795144,3,,,,,POINT (16.3795144 48.1980943)
119384670,48.1992139,16.375638,4,,,,,POINT (16.375638 48.1992139)
119386707,48.1989438,16.3754366,3,,,,,POINT (16.3754366 48.1989438)
119394658,48.1983435,16.3745722,4,,,,,POINT (16.3745722 48.1983435)
119395014,48.1982586,16.3749918,3,,,,,POINT (16.3749918 48.1982586)
120546564,48.2536769,16.4608346,3,,,,,POINT (16.4608346 48.2536769)
120546587,48.2536488,16.4607111,3,,,,,POINT (16.4607111 48.2536488)
120546604,48.2535732,16.4607551,3,,,,,POINT (16.4607551 48.2535732)
120546631,48.2535954,16.460866,3,,,,,POINT (16.460866 48.2535954)
120546688,48.2541175,16.4592278,3,,,,,POINT (16.4592278 48.2541175)
120546779,48.2557051,16.4541378,3,bus_stop,,,,POINT (16.4541378 48.2557051)
122109681,48.2420276,16.3745263,3,,,,,POINT (16.3745263 48.2420276)
122109718,48.2386031,16.3791848,4,,,,,POINT (16.3791848 48.2386031)
122109723,48.2390511,16.3800734,4,,,,,POINT (16.3800734 48.2390511)
122109733,48.2375921,16.3803637,1,turning_circle,,,,POINT (16.3803637 48.2375921)
122530095,48.2135444,16.3722582,3,,,,,POINT (16.3722582 48.2135444)
122530823,48.2140292,16.3728593,2,,,,,POINT (16.3728593 48.2140292)
122531340,48.2147993,16.3717045,2,,,,,POINT (16.3717045 48.2147993)
122533743,48.2133138,16.3749221,3,traffic_signals,,,,POINT (16.3749221 48.2133138)
122752278,48.1633231,16.4179163,3,,,,,POINT (16.4179163 48.1633231)
122752282,48.1526157,16.4068603,4,,,,,POINT (16.4068603 48.1526157)
122752310,48.1525363,16.4032059,3,,,,,POINT (16.4032059 48.1525363)
122752357,48.1633254,16.4180158,3,,,,,POINT (16.4180158 48.1633254)
122752369,48.1527738,16.4057593,3,,,,,POINT (16.4057593 48.1527738)
122752386,48.1533852,16.4060169,3,,,,,POINT (16.4060169 48.1533852)
122752405,48.1526781,16.3968161,3,,,,,POINT (16.3968161 48.1526781)
123274368,48.1883815,16.3840104,3,,,,,POINT (16.3840104 48.1883815)
123275230,48.1861429,16.3825775,4,,,,,POINT (16.3825775 48.1861429)
123277760,48.1838762,16.384753,5,,,,,POINT (16.384753 48.1838762)
123410489,48.2010853,16.3792413,3,,,,,POINT (16.3792413 48.2010853)
123419512,48.2011099,16.382609,2,,,,,POINT (16.382609 48.2011099)
123419800,48.2008482,16.3808614,3,,,,,POINT (16.3808614 48.2008482)
123419801,48.2009619,16.3816552,4,,,,,POINT (16.3816552 48.2009619)
123430226,48.2082399,16.3841522,4,,,,,POINT (16.3841522 48.2082399)
123430807,48.2065711,16.38285,5,,,,,POINT (16.38285 48.2065711)
123431334,48.203068,16.3816157,4,,,,,POINT (16.3816157 48.203068)
123539168,48.2026632,16.3839756,3,crossing,,,,POINT (16.3839756 48.2026632)
123540042,48.202035,16.3845314,1,,,,,POINT (16.3845314 48.202035)
123540051,48.2028083,16.3843656,4,,,,,POINT (16.3843656 48.2028083)
123540302,48.2034042,16.3842031,3,,,,,POINT (16.3842031 48.2034042)
123540816,48.2037424,16.3856069,3,,,,,POINT (16.3856069 48.2037424)
123543687,48.2017517,16.3801049,5,,,,,POINT (16.3801049 48.2017517)
123559194,48.1953262,16.3858162,1,turning_circle,,,,POINT (16.3858162 48.1953262)
123595873,48.2043195,16.3867319,3,,,,,POINT (16.3867319 48.2043195)
123597380,48.2065848,16.3870806,3,,,,,POINT (16.3870806 48.2065848)
123610502,48.207399,16.3835525,3,,,,,POINT (16.3835525 48.207399)
123610504,48.2071411,16.38435,3,,,,,POINT (16.38435 48.2071411)
123611365,48.2078143,16.3838217,3,,,,,POINT (16.3838217 48.2078143)
123614314,48.20796,16.3849696,3,traffic_signals,,,,POINT (16.3849696 48.20796)
123614797,48.2063219,16.3837509,2,,,,,POINT (16.3837509 48.2063219)
123618209,48.2075041,16.3846547,3,,,,,POINT (16.3846547 48.2075041)
123623206,48.2102137,16.3895572,3,,,,,POINT (16.3895572 48.2102137)
123625965,48.21109,16.3883116,3,,,,,POINT (16.3883116 48.21109)
123642874,48.2121473,16.3870037,3,,,,,POINT (16.3870037 48.2121473)
123661256,48.2124548,16.3921434,3,,,,,POINT (16.3921434 48.2124548)
123670050,48.1911318,16.3857259,4,traffic_signals,,,,POINT (16.3857259 48.1911318)
123673053,48.1861936,16.3827054,4,,,,,POINT (16.3827054 48.1861936)
123678748,48.1841716,16.3758427,4,,,,,POINT (16.3758427 48.1841716)
123682053,48.1812602,16.3743972,3,,,,,POINT (16.3743972 48.1812602)
123682778,48.180086,16.3747477,4,,,,,POINT (16.3747477 48.180086)
123682780,48.1805194,16.3775008,4,,,,,POINT (16.3775008 48.1805194)
123682783,48.1806898,16.3784849,4,,,,,POINT (16.3784849 48.1806898)
123682806,48.180863,16.3794304,4,,,,,POINT (16.3794304 48.180863)
123683389,48.1812866,16.3773344,4,,,,,POINT (16.3773344 48.1812866)
123683397,48.1813355,16.3783748,3,,,,,POINT (16.3783748 48.1813355)
123683820,48.1812298,16.3763613,3,,,,,POINT (16.3763613 48.1812298)
123683950,48.1803774,16.3766996,3,,,,,POINT (16.3766996 48.1803774)
123684429,48.1791256,16.3736667,3,,,,,POINT (16.3736667 48.1791256)
123684864,48.1794779,16.3777138,4,,,,,POINT (16.3777138 48.1794779)
123684866,48.1796553,16.3786977,4,,,,,POINT (16.3786977 48.1796553)
123684889,48.1798136,16.3796413,4,traffic_signals,,,,POINT (16.3796413 48.1798136)
123693361,48.1789402,16.3724122,4,,,,,POINT (16.3724122 48.1789402)
123693363,48.1789448,16.3736683,3,,,,,POINT (16.3736683 48.1789448)
123694322,48.1772771,16.373584,4,,,,,POINT (16.373584 48.1772771)
123696561,48.1743494,16.3696723,4,,,,,POINT (16.3696723 48.1743494)
123699429,48.1650568,16.3684452,4,traffic_signals,,,,POINT (16.3684452 48.1650568)
123701517,48.1678028,16.3700157,3,,,,,POINT (16.3700157 48.1678028)
123701521,48.1701285,16.3711594,3,,,,,POINT (16.3711594 48.1701285)
123701528,48.1749806,16.3733553,3,,,,,POINT (16.3733553 48.1749806)
123701529,48.1755556,16.3736039,4,traffic_signals,,,,POINT (16.3736039 48.1755556)
123701533,48.1772484,16.3737659,4,,,,,POINT (16.3737659 48.1772484)
123701534,48.1783426,16.3738538,4,traffic_signals,,,,POINT (16.3738538 48.1783426)
123701536,48.1791275,16.3738501,4,,,,,POINT (16.3738501 48.1791275)
123701537,48.1799664,16.3738343,4,,,,,POINT (16.3738343 48.1799664)
123701542,48.1835415,16.3737305,3,,,,,POINT (16.3737305 48.1835415)
123701561,48.1812825,16.3738134,4,traffic_signals,,,,POINT (16.3738134 48.1812825)
123701564,48.1707843,16.3714909,3,,,,,POINT (16.3714909 48.1707843)
123701569,48.1714869,16.3718415,4,traffic_signals,,,,POINT (16.3718415 48.1714869)
123701574,48.176621,16.3737276,4,,,,,POINT (16.3737276 48.176621)
123701577,48.1690591,16.3706386,4,traffic_signals,,,,POINT (16.3706386 48.1690591)
123701580,48.1724767,16.3722765,3,,,,,POINT (16.3722765 48.1724767)
123701581,48.1734602,16.3726977,4,traffic_signals,,,,POINT (16.3726977 48.1734602)
123701586,48.1741397,16.3729633,3,,,,,POINT (16.3729633 48.1741397)
123704797,48.1690832,16.3704685,5,,,,,POINT (16.3704685 48.1690832)
123737880,48.1737994,16.3897973,5,traffic_signals,,,,POINT (16.3897973 48.1737994)
123737884,48.1750216,16.3823764,3,,,,,POINT (16.3823764 48.1750216)
123743212,48.1700026,16.3644128,4,traffic_signals,,,,POINT (16.3644128 48.1700026)
123746798,48.165476,16.3651211,3,,,,,POINT (16.3651211 48.165476)
123749340,48.1669777,16.3628066,3,,,,,POINT (16.3628066 48.1669777)
123750161,48.1679676,16.3640719,3,,,,,POINT (16.3640719 48.1679676)
123752235,48.1660669,16.3606021,3,,,,,POINT (16.3606021 48.1660669)
123752475,48.1684311,16.3611842,3,,,,,POINT (16.3611842 48.1684311)
123752836,48.1695137,16.3614109,4,,,,,POINT (16.3614109 48.1695137)
123752839,48.1715522,16.3619066,3,,,,,POINT (16.3619066 48.1715522)
123752848,48.1704866,16.3616526,4,,,,,POINT (16.3616526 48.1704866)
123754125,48.1716973,16.3562333,3,,,,,POINT (16.3562333 48.1716973)
123754224,48.172509,16.3568228,3,,,,,POINT (16.3568228 48.172509)
123755712,48.1683565,16.3661765,3,,,,,POINT (16.3661765 48.1683565)
